File Name,EUI,Floor Area,Common Area,Hours,Days,Calc Hours,Input Hours,Office,Shopping,BOH,Restaurant,Car Park,Others,Occupation Date,Audit Year,Number of Floors,Facade,Occupation Density,# Chillers,Chiller Capacity,Chiller COP,#AC Units,AC Capacity,LPD,Total Lighting Power (kW), Electricty Consumption last year ,Electricty Consumption 2 years ago,Electricy Consumption 3 years ago,Non-E 1,Non-E 2,Non-E 3,EUI 2 years ago,EUI 3 years ago,AC Last year,Lighting Last year,Lift Last year,Others Last year,Total,Central BS to Units,CWP,"Condenser Water Pumps
(W/l/s)",Heat Rejection Fan Performance,AC Fan Performance,Central Mechanical Fan Performance (W per L/s),Rated Lift Power (kW),Pumps (kW),Setpoint,Centralized,Central air-conditioning ,Cooling (for heat rejection),AHU,FCU,Unitary AC,Batch,Data Centre,Owner/Tenant,
0026_201306281444-1.pdf,2395.72,7090.00,1336.47,17.55,7,122.85,122.85,0.00,0.45,0.41,0.14,0.00,0.00,2006,2012,2,Non-curtain wall,3,5,4640.00,2.68,,,15.60,48.98,4718239.00,1740396.00,1740847.00,,,,413.29,413.39,5057665.20,863274.24,188388.00,695288.16,6804615.60,0.62,60.00,,,102.20,14.60,22.00,30.50,25,1.00,0.00,A,1.00,1.00,0.00,1,0,,
0027_201306281449-1.pdf,2028.45,9582.00,1997.85,17.50,7,122.50,122.50,0.00,0.48,0.22,0.30,0.00,0.00,2004,2012,2,Non-curtain wall,,4,3936.00,2.71,,,16.62,33.20,5399052.00,6530500.94,7546636.75,1748.00,1748.00,1748.00,298.19,344.59,3619780.75,765326.08,1062000.00,607822.93,6054929.76,0.45,339.72,,24.38,0.88,4.49,776.00,185.20,25,1.00,1.00,A,1.00,0.00,0.00,2,0,,
0031_201307081119.pdf,835.21,81127.86,46534.94,13.44,7,94.05,94.05,0.00,0.46,0.17,0.09,0.28,0.00,1998,2012,9,Curtain wall,2,9,12023.20,2.75,36.00,286.22,6.23,289.71,18820156.00,13134178.00,15952468.00,0.00,0.00,0.00,571.05,693.59,30343471.00,5310208.00,3752139.00,7495925.00,46901743.00,0.76,669.37,314.32,12.08,3.37,1.16,956.20,128.30,24,1.00,0.50,FW,0.00,1.00,0.00,2,0,,
0033_201306281446.pdf,924.05,10388.00,3558.93,18.82,7,131.74,131.74,0.00,0.56,0.30,0.14,0.00,0.00,2010,2012,5,Non-curtain wall,3,2,2218.00,2.77,0.00,0.00,11.30,117.38,266411.00,833908.00,808574.00,1824.00,1824.00,1824.00,136.24,132.10,1329807.96,785960.64,581969.52,313103.88,3010842.00,0.15,785.71,,15.46,1.20,0.27,189.00,42.00,25,1.00,1.00,A,1.00,0.00,0.00,2,0,,
0035_201306281448.pdf,174.71,2512.00,1511.97,12.00,7,84.00,84.00,0.00,1.00,0.00,0.00,0.00,0.00,2009,2012,1,Non-curtain wall,3,,,0.00,,,9.98,15.09,121910.00,2761663.00,2838066.00,44538.12,44538.12,44538.12,344.06,353.53,7713994.66,1705513.05,633545.28,718315.13,10771368.12,0.49,737.10,,,0.72,0.90,122.00,65.40,0,1.00,0.50,A,0.00,1.00,0.00,2,0,,
FormEE-EAes_0140.pdf,605.81,30518.40,11676.34,14.34,7,100.38,100.38,0.00,0.57,0.16,0.12,0.15,0.00,1988,2012,9,Non-curtain wall,,4,10548.00,5.59,11.00,96.34,4.40,51.33,5134739.25,1963720.00,2125820.00,0.00,0.00,0.00,526.00,570.00,5252542.00,761238.00,1294105.00,304495.00,7612380.00,0.48,,755.49,20.86,0.56,0.89,161.00,111.00,24,1.00,2.00,FW,0.00,1.00,0.00,2,0,,
FormEE-EAes_0146.pdf,345.89,179658.58,118880.08,14.82,7,103.76,103.76,0.00,0.46,0.21,0.04,0.28,0.01,2006,2012,22,Non-curtain wall,,7,21120.00,5.28,52.00,389.82,4.19,498.31,17261737.00,924386.95,976737.59,0.00,0.00,0.00,1416.36,1496.57,2437669.43,557984.10,0.00,445938.38,3441591.91,0.00,833.33,,,0.50,0.45,,5.35,25,1.00,1.00,A,1.00,1.00,1.00,5,0,,
FormEE-EAes_0153.pdf,71.19,8623.41,1246.08,18.00,7,126.01,126.01,0.00,0.92,0.08,0.00,0.00,0.00,1991,2012,52,Non-curtain wall,,0,0.00,0.00,4.00,24.30,8.00,9.97,170532.81,3007935.00,3097211.00,6840.00,6840.00,6840.00,390.46,402.04,8122699.98,757540.98,1223985.60,546809.04,10651035.60,0.61,189.87,,22.56,0.83,1.68,234.00,43.60,25.5,1.00,1.00,A,1.00,0.00,1.00,5,0,,
FormEE-EAes_0160.pdf,47.55,4587.00,733.92,12.24,7,85.68,85.68,0.00,0.98,0.02,0.00,0.00,0.00,1992,2012,2,Non-curtain wall,,0,0.00,0.00,0.00,0.00,8.31,5.93,60589.00,3252795.68,3274074.71,6840.00,6840.00,6840.00,532.89,536.38,9421581.21,641879.71,1211008.79,1119480.66,12393950.37,0.64,1036.40,583.65,,1.60,0.60,276.00,28.00,0,1.00,1.00,SW,1.00,0.00,0.00,5,0,,
FormEE-EAes_0162.pdf,648.51,22285.00,15153.80,20.80,7,145.62,145.62,0.00,0.40,0.16,0.13,0.31,0.00,1999,2012,6,Non-curtain wall,,4,3800.00,2.71,3.00,13.00,4.58,69.28,4014461.00,937257.26,620792.70,0.00,0.00,0.00,1932.49,1279.98,2573150.00,232657.20,0.00,1435384.80,4241192.00,0.00,556.59,,,0.69,0.41,,,23,1.00,1.00,A,1.00,0.00,0.00,5,0,,
FormEE-EAes_0163.pdf,521.76,5721.00,1472.59,11.60,7,81.21,81.21,0.00,0.80,0.16,0.04,0.00,0.00,1989,2012,16,Curtain wall,,2,922.80,2.78,5.00,27.50,8.70,12.80,829167.00,2892110.00,2942530.00,10640.00,10640.00,10640.00,383.37,390.05,6940660.02,1247952.62,910367.53,757991.03,9856971.20,0.53,545.45,444.44,91.67,1.74,1.63,487.00,75.50,24,1.00,0.50,FW,0.00,1.00,0.00,5,0,,
FormEE-EAes_0174.pdf,418.31,2030.32,373.58,3.35,7,23.44,23.44,0.01,0.95,0.04,0.00,0.00,0.00,1988,2012,2,Non-curtain wall,,3,496.00,2.96,1.00,1.88,9.96,3.72,235915.08,2257904.02,2430746.55,0.00,0.00,0.00,366.97,395.06,6120248.40,589111.16,954489.60,478164.82,8142013.98,0.73,544.12,671.64,9.32,1.86,0.71,554.00,108.00,25.5,1.00,0.50,FW,1.00,0.00,0.00,5,0,,
FormEE-EAes_0183.pdf,382.17,1439.00,805.84,18.03,7,126.20,126.20,0.00,0.50,0.50,0.00,0.00,0.00,2007,2012,2,Non-curtain wall,7,0,0.00,0.00,0.00,0.00,9.52,7.69,152763.00,1303640.16,1122736.41,4788.00,4788.00,4788.00,437.60,376.94,3694244.09,169122.79,635541.08,166227.42,4665135.38,0.74,897.96,,45.79,0.52,0.15,190.00,25.40,0,1.00,1.00,A,0.00,1.00,1.00,5,0,,
FormEE-EAes_0184.pdf,1049.80,27446.00,10429.48,14.58,7,102.08,115.50,0.23,0.63,0.13,0.01,0.00,0.00,1983,2012,11,Non-curtain wall,,6,6153.00,3.76,7.00,33.11,3.95,37.90,8003535.00,3755574.00,4088111.00,0.00,0.00,0.00,791.00,861.00,10039075.20,621961.20,364824.00,2363792.40,13389652.80,0.00,667.36,236.85,115.79,11.18,0.09,225.70,0.00,0,1.00,1.00,A,1.00,0.00,0.00,5,1,,
FormEE-EAes_0187.pdf,117.08,1904.00,799.68,16.62,7,116.37,116.37,0.00,0.61,0.39,0.00,0.00,0.00,2008,2012,2,Non-curtain wall,6,0,0.00,0.00,0.00,0.00,9.28,7.42,61920.00,6955427.96,7751999.11,0.00,0.00,0.00,423.59,472.10,13509301.68,763578.00,6941073.60,88637.90,21302591.18,0.93,287.88,393.38,7.37,0.97,0.00,707.97,2.95,0,1.00,3.00,A / FW,1.00,1.00,0.00,5,0,,
FormEE-EAes_0188.pdf,507.34,53327.00,34662.55,17.63,7,123.40,123.40,0.00,0.53,0.12,0.00,0.34,0.00,1989,2012,5,Curtain wall,,5,7910.00,5.04,9.00,50.80,4.48,154.05,7515233.00,7094563.73,7907069.42,0.00,0.00,0.00,446.45,497.58,13779540.72,394664.40,6941073.60,613447.63,21728726.35,0.96,348.48,449.57,7.37,0.98,0.00,731.65,4.45,0,1.00,3.00,A / FW,1.00,1.00,0.00,5,0,,
FormEE-EAes_0190.pdf,0.00,1468.00,923.08,18.00,7,126.00,126.00,0.00,1.00,0.00,0.00,0.00,0.00,2009,2012,3,Curtain wall,,0,0.00,0.00,4.00,5.30,0.00,0.00,0.00,1816302.00,1781859.00,0.00,0.00,0.00,421.85,413.85,4307558.40,656031.60,1362837.60,72846.00,6399273.60,0.51,550.60,0.00,0.00,1.36,0.00,225.70,14.00,0,1.00,0.50,A,1.00,0.00,1.00,5,0,,
FormEE-EAes_0200.pdf,1241.32,11876.00,4394.12,16.00,7,112.00,112.00,0.00,0.89,0.11,0.00,0.00,0.00,1992,2012,2,Non-curtain wall,8,3,4225.35,2.85,0.00,0.00,7.44,88.32,4094980.00,3890960.00,3804123.00,0.00,0.00,0.00,526.60,514.84,10123844.40,871402.70,3400369.20,735082.90,15130699.20,0.51,638.30,0.00,0.00,0.74,0.46,253.20,31.25,26.6,1.00,0.50,A,0.00,1.00,0.00,5,0,,
FormEE-EAes_0201.pdf,152.16,16452.00,11055.74,19.29,7,135.05,135.05,0.00,0.57,0.29,0.00,0.15,0.00,1984,2012,3,Non-curtain wall,,0,0.00,0.00,3.00,9.38,3.05,33.68,467399.00,24472729.00,23711800.00,5737.00,5737.00,5737.00,743.95,720.82,65680652.47,9458744.63,3301452.00,7605233.50,86046082.60,0.48,390.18,0.00,0.00,0.52,0.82,818.00,151.30,0,1.00,0.50,A,1.00,1.00,0.00,5,0,,
FormEE-EAes_0205.pdf,26.97,12398.20,9353.20,7.29,7,51.02,51.02,0.00,0.53,0.17,0.00,0.30,0.00,1985,2012,3,Non-curtain wall,,3,2094.60,3.23,3.00,24.81,2.04,19.07,92245.00,18224254.51,15899279.57,0.00,0.00,0.00,557.50,486.37,48420425.00,8031791.00,8355060.00,1597435.00,66404711.00,0.65,509.53,525.31,53.79,0.55,0.85,1619.00,69.20,0,1.00,0.50,A/FW,,,0.00,5,0,,
FormEE-EAes_0210.pdf,828.82,10972.00,1097.20,8.57,7,60.00,60.00,0.05,0.50,0.00,0.15,0.10,0.20,1989,2012,3,Non-curtain wall,,5,2536.00,3.51,1.00,7.20,1.95,21.36,1462685.00,642450.00,624510.00,1824.00,1824.00,1824.00,728.04,707.72,1908830.41,103589.53,168648.26,160647.79,2341715.99,0.81,840.91,0.00,34.31,1.25,0.39,51.30,269.75,0,1.00,1.00,A,0.00,1.00,0.00,5,0,,
FormEE-EAes_0218.pdf,891.97,27284.00,1364.20,14.69,7,102.82,102.82,0.00,0.89,0.02,0.00,0.00,0.00,1992,2012,6,Curtain wall,,7,5961.00,3.51,0.00,0.00,24.59,34.30,6760172.00,1396004.00,1125700.00,0.00,0.00,0.00,495.17,399.29,2728339.16,987460.12,413623.26,584147.46,4713570.00,0.34,439.56,0.00,0.00,1.10,0.79,124.70,74.00,23,1.00,0.50,A,0.00,0.00,0.00,5,0,,
FormEE-EAes_0219.pdf,550.75,48798.80,31704.58,20.83,7,145.82,145.82,0.00,0.49,0.10,0.04,0.37,0.00,1987,2012,7,Non-curtain wall,,7,6717.00,3.77,3.00,13.00,4.25,134.68,7465574.00,12488375.36,13279823.11,0.00,0.00,0.00,436.92,464.61,40515060.72,2896653.71,2644062.22,529713.73,46585490.38,1.00,448.49,373.70,0.00,0.95,0.84,640.10,203.20,23,1.00,0.50,SW/FW,1.00,1.00,0.00,5,0,,
FormEE-EAes_0222.pdf,96.02,907.50,907.50,14.00,7,98.00,98.00,0.00,1.00,0.00,0.00,0.00,0.00,2008,2012,3,Non-curtain wall,5,0,0.00,0.00,0.00,0.00,8.66,7.86,24204.00,83432.00,77887.00,,,,489.98,457.41,140603.00,77688.00,102755.00,2363.00,323409.00,,0.00,0.00,0.00,0.00,0.00,11.00,1.50,0,1.00,0.00,,0.00,0.00,0.00,5,0,,
EE-EAes_RT.PDF    ,683.64,88762.42,73406.52,18.27,7,127.86,127.86,0.00,0.46,0.30,0.06,0.18,0.00,2004,2013,21,Non-curtain wall,,4,12320.00,5.12,56.00,402.53,7.33,452.90,16855948.00,818220.00,883602.00,,,,487.20,526.13,2757127.00,109814.00,31351.00,,2898292.00,0.78,716.91,0.00,0.00,0.67,0.19,9.50,0.00,24,1.00,1.00,A,0.00,1.00,0.00,5,0,,
Energy Audit Reports Compilation 1a.pdf,815.76,1060.00,561.80,13.08,7,91.56,91.56,0.00,0.91,0.09,0.00,0.00,0.00,1980,2013,2,Non-curtain wall,,4,,3.40,0.00,0.00,6.88,3.83,240195.00,8849258.00,8795808.00,,,,409.70,407.22,,,,,0.00,,666.67,519.97,188.88,1.60,0.99,1277.00,170.70,0,1.00,0.00,FW,1.00,0.00,0.00,5,0,,
Energy Audit Reports Compilation 1b.pdf,629.86,10236.00,5118.00,14.44,7,101.06,101.06,0.00,0.87,0.13,0.00,0.00,0.00,1993,2013,2,Non-curtain wall,,4,,0.00,0.00,0.00,7.16,36.52,1790903.00,16457400.00,14414259.00,,,,463.78,406.20,43852011.62,7809262.42,4204987.34,4204987.42,60071248.80,0.75,651.19,529.83,104.91,2.59,1.10,1922.30,0.00,0,1.00,1.00,FW,0.00,1.00,0.00,5,0,,
Energy Audit Reports Compilation 1c.pdf,937.24,37365.00,25781.85,19.30,7,135.07,135.07,0.00,0.62,0.13,0.05,0.19,0.00,1990,2013,4,Non-curtain wall,,4,6328.80,5.80,6.00,35.45,2.44,62.61,9727760.00,15502487.00,14836450.00,,,,1525.47,1459.93,7076528.28,7419574.58,420480.00,43686110.88,58602693.74,0.00,0.00,0.00,0.00,1.07,1.07,395.30,37.50,0,1.00,1.00,,1.00,1.00,0.00,5,0,,
Energy Audit Reports Compilation 1d.pdf,485.00,1806.00,668.22,12.99,7,90.91,90.91,0.00,0.97,0.03,0.00,0.00,0.00,1979,2014,14,Concrete,7,0,0.00,0.00,7.00,129.35,14.40,8.68,243113.00,10231981.00,10890743.00,,,,1301.89,1385.71,10454562.36,9339512.40,96579.00,17884070.28,37774724.04,0.00,0.00,0.00,0.00,2.03,15.13,87.00,16.15,23,1.00,0.50,,1.00,1.00,0.00,5,0,,
Energy Audit Reports Compilation 2b.pdf,36.16,1072.00,96.48,21.17,7,148.16,148.16,0.00,0.47,0.05,0.00,0.48,0.00,2001,2013,2,Non-curtain wall,,0,0.00,0.00,0.00,0.00,17.40,1.74,10767.00,607305.00,552838.00,0.00,0.00,0.00,358.47,326.32,1954149.00,272644.00,318038.00,76240.00,2621071.00,0.65,729.54,500.00,158.55,0.00,0.00,60.00,0.00,0,1.00,0.50,A/FW,0.00,1.00,0.00,5,0,,
Energy Audit Reports Compilation 2c.pdf,48.11,2901.00,1218.42,14.41,7,100.90,100.90,0.00,0.80,0.20,0.00,0.00,0.00,1978,2013,3,Non-curtain wall,,0,0.00,0.00,1.00,,5.60,6.77,38771.00,31281206.00,32159904.00,,,,655.91,674.34,82965853.94,11163235.18,7361070.12,8231551.52,109721710.76,0.93,7452.83,0.00,0.00,0.86,0.45,1684.30,223.60,0,1.00,0.50,A,1.00,1.00,0.00,6,0,,
Energy Audit Reports Compilation 2d.pdf,548.60,10359.00,5075.91,14.68,7,102.77,102.77,0.00,0.78,0.22,0.00,0.00,0.00,1996,2013,4,Non-curtain wall,,8,1887.70,2.12,1.00,8.50,7.53,37.91,1578593.00,9444361.00,9587728.00,7469.00,7469.00,7469.00,729.22,740.29,22718578.00,3404884.00,5652519.00,2935361.00,34711342.00,0.50,387.93,287.71,,3.41,1.27,629.00,646.40,0,1.00,1.00,SW,1.00,0.00,0.00,7,0,,
Energy Audit Reports Compilation 2g.pdf,1438.99,6524.28,3376.31,15.79,7,110.50,110.50,0.00,0.69,0.11,0.07,0.13,0.00,1987,2013,4,Non-curtain wall,,3,1502.00,3.06,3.00,21.00,7.22,24.36,2607874.00,3509600.23,3489202.39,,,,227.43,226.11,7516915.13,1928477.65,698331.07,2114927.13,12258650.98,0.48,909.09,308.33,12.15,0.98,1.38,220.00,9.00,22,1.00,0.00,FE,0.00,1.00,0.00,7,0,,
Energy Audit Reports Compilation 2h.pdf,608.58,11945.00,7167.00,18.78,7,131.47,131.47,0.00,0.65,0.06,0.00,0.29,0.00,1994,2013,2,Non-curtain wall,,6,2408.50,0.00,1.00,,3.25,38.84,2019304.00,3343722.00,3537955.00,,,,416.32,440.50,9585697.00,808694.00,1056184.00,49971.00,11500546.00,0.62,,,,,,1669.00,37.00,0,1.00,1.00,A,0.00,1.00,0,7,0,,
EE-EAes (V.0) (0002).pdf,459.10,27324.00,14209.00,24.00,7,168.00,168.00,0.86,,,,0.14,,2004,2012,9,,0,4,4220,0.00,8,58.4,,58612.00,3484479.00,3641563.00,3397648.00,0.00,0.00,0.00,479.80,447.60,2386533.00,351308.00,40898.00,705740.00,3484479.00,0.60,,,,,,,,0,1.00,1,,1,0,0,9,0,,
EE-EAes (V.0) (0005).pdf,257.93,32652.00,11378.00,9.00,5.5,49.50,49.50,0.90,,,,0.10,,1998,2012,28,,9,6,5338,0.00,0,0,,66.50,2339417.00,2345427.00,2484284.00,0.00,0.00,0.00,258.59,273.90,5401429.00,1474088.00,621976.00,924408.00,8421901.00,0.51,,,,,,,,0,1.00,1,,0,1,0,9,0,,
0016_201307091041.pdf,291.47,83029.00,16688.00,11.00,5.5,60.50,60.50,1.00,,,,0.00,,1988,2012,37,,0,6,16882,0.00,0,0,,126.90,6722271.00,7625056.00,8367620.00,0.00,0.00,0.00,330.61,362.80,17542181.00,2714083.00,3544818.00,399093.00,24200176.00,0.63,,,,,,,,0,1.00,1,,1,0,0,9,0,,
0017_201307091048-1.pdf,401.80,69641.00,20585.00,11.00,5.5,60.50,60.50,1.00,,,,0.00,,1991,2012,27,,0,5,31655,0.00,0,0,,103.30,7772673.00,8135305.00,8384114.00,0.00,0.00,0.00,420.50,433.40,21915097.00,2234366.00,3028300.00,806860.00,27981623.00,0.61,,,,,,,,0,1.00,1,,1,0,0,9,0,,
0023_201307101018-1.pdf,564.00,58597.00,12502.00,11.00,5.5,60.50,60.50,1.00,,,,0.00,,1994,2012,41,,0,6,20640,4.88,0,0,1.14,63.00,9188000.00,9067000.00,4362000.00,0.00,0.00,0.00,557.00,268.00,25760.00,862000.00,2651000.00,3802000.00,33000000.00,0.68,285.78,408.58,,1.677852349,,,,0,1.00,1,,1,0,0,9,0,,
0024_201307100933-2.pdf,408.00,82370.00,37761.00,11.00,5.5,60.50,60.50,0.82,,,,0.18,,1994,2012,46,,0,6,20640,4.88,7,140.6,2.09,164.00,9343000.00,9406000.00,9979000.00,0.00,0.00,0.00,411.00,436.00,24508000.00,3150000.00,2700000.00,3279000.00,33600000.00,0.53,285.78,408.58,,1.677852349,,,,0,1.00,1,,1,0,0,9,0,,
FormEE-EAes_0048.pdf,496.12,12236.00,2158.00,17.00,7.0,119.00,119.00,1.00,,,,0.00,,1994,2012,20,,0,3,3023,0.00,3,13.1,,31.20,1686264.00,1827545.00,1873959.00,0.00,0.00,0.00,537.68,551.34,2919934.55,1924364.35,1080557.90,145693.20,6070550.00,0.45,,,,,,,,0,1.00,1,,0,1,0,9,0,,
FormEE-EAes_0058.pdf,607.00,30880.00,6915.00,11.00,7,77.00,77.00,1.00,,,,0.00,,1994,2012,23,,0,5,5185,0.00,7,65.13,,53.89,5207777.00,5203825.00,5243213.00,0.00,0.00,0.00,607.00,611.00,4058164.00,646542.00,177231.00,18556.00,4900493.00,0.22,,,,,,,,0,1.00,1,,0,1,0,9,0,,
FormEE-EAes_0061.pdf,721.54,6759.00,2531.00,16.00,6,88.00,88.00,1.00,,,,0.00,,1998,2012,25,,0,3,2610,0.00,4,22.78,,21.40,1354675.00,1289367.00,1256321.00,0.00,0.00,0.00,686.75,669.15,4160683.00,437316.00,227978.00,50854.00,4876830.00,0.72,,,,,,,,0,1.00,1,,1,0,0,9,0,,
325.pdf,361.85,15693.13,4971.58,15.71,7,109.96,108.50,0.64,0.10,0.06,,0.20,,1981,2013,29,Non-curtain wall,31,2,2305.80,2.85,1,3.32,5.15,25.59,1576306.00,1643899.00,1616319.00,3800.00,3800.00,3800.00,377.35,371.03,4648380.54,556903.49,267500.61,205716.96,5678501.60,0.76,698.11,,,0.54,1.1,68,26,24.6,1.00,1,A,0,1,0,9,0,,
326.pdf,239.79,36663.00,18958.44,9.36,7,65.50,65.50,0.40,0.19,0.03,0.00,0.29,,1990,2013,22,Curtain Wall,15,3,403.28,2.50,15,79.77,5.76,92.32," 2,442,073 "," 2,288,674 "," 2,283,251 ",0,0,0,224.73,224.20,5280620.00,1708218.00,1777865.00,24739.00,8791442.00,0.43,711.54,97.56,13.86,0.92,0.90,164.00,24.62,25,1.00,1,FW,0.00,1.00,1,9,0,,
EE-EAes (V.0) (0001).pdf,414.26,62219.00,16307.00,12.00,6,66.00,66.00,1.00,,,,0.00,,1997,2012,25,Curtain Wall,9,3,5801,0.00,0,0,,108.99,7159717.00,7436189.00,8134373.00,0.00,0.00,0.00,430.26,470.66,19166688.00,1854034.00,1049544.00,3704713.00,25774979.00,0.58,,,,,,,,0,1.00,1,,1,0,0,8,0,,
EE-EAes (V.0) (0008).pdf,436.04,55811.00,14849.00,12.00,6,66.00,66.00,0.97,,,,0.03,,1991,2012,24,Curtain Wall,9,6,17510,0.00,0,0,,105.81,6759995.00,6792175.00,76101280.00,0.00,0.00,0.00,438.12,490.31,17750655.00,1914530.00,1800329.00,2870470.00,24335983.00,0.59,,,,,,,,0,1.00,1,,1,0,0,8,0,,
0011_201307101124-1.pdf,480.24,44509.00,11216.00,12.00,6,66.00,66.00,0.97,,,,0.03,,1992,2012,24,Curtain Wall,9,6,17510,0.00,0,0,,61.51,5937418.00,6035142.00,6570689.00,0.00,0.00,0.00,488.14,531.46,16419919.00,1212613.00,1437364.00,2304808.00,21347703.00,0.63,,,,,,,,0,1.00,1,,1,0,0,8,0,,
1001,388.00,28412.00,11364.80,11.29,7,79.00,79.00,0.63,0.07,0.12,,0.18,,2001,,38,Curtain wall,,4,4697.11,,,,6.85,77.03,,,,,,,407.72,382.46,8565650.00,1550436.00,815762.00,92097.00,11023945.00,0.47,,,,,0.90,309.00,91.50,,1,1.0,A,0,1,0,10,0,,
1002,286.00,30646.00,13177.78,7.00,7,49.00,49.00,0.57,,0.21,,0.23,,1994,,20,Curtain wall,,3,3904,3.38,,,5.70,75.44,,,,,,,301.00,294.00,5212395.00,1963555.00,616248.00,983269.00,8775467.00,0.34,,,,,,159.00,77.00,23,1.00,1.0,A,0,1,0,10,0,,
1003,276.42,56947.16,30466.73,10.00,6,60.00,60.00,0.50,,,,,,1999,,24,Curtain wall,,7,10360,3.20,,,1.04,30.78,,,,,,,262.53,268.06,10394881.00,2738052.00,2459153.00,149450.00,15741536.00,1.00,925.00,,,9.12,2.61,224.00,,,1.00,0.5,A,1,1,0,10,0,,
1004,487.01,6660.00,0.00,8.64,7,60.50,60.50,0.60,0.10,0.30,,,,2002,,32,Curtain wall,16,3,1909,4.48,,,21.24,25.49,,,,,,,493.55,477.32,2399280.00,470301.00,136756.00,237119.00,3243456.00,0.60,343.46,321.20,143.75,1.77,0.97,15.00,23.50,23,1,1.0,A,1,0,0,10,0,,
1005,493.27,74317.00,34185.82,12.14,7,85.00,85.00,0.45,0.27,0.09,,0.19,,1995,,24,Curtain wall,,8,12820,5.07,,,7.43,256.07,,,,,,,513.45,526.73,27785769.00,5274698.00,3563523.00,34558.00,36658548.00,0.41,594.16,318.44,9.21,0.72,1.44,563.10,73.14,,1.00,1.0,A / FW,1,0,0,10,0,,
1006,472.77,54770.10,15010.40,8.29,7,58.00,58.00,0.48,0.30,0.13,0.01,0.07,,1988,,19,Curtain wall,8,4,8170,5.38,,,10.76,161.50,,,,,,,465.54,469.82,19385949.60,3455820.00,944488.00,2107498.40,25893756.00,0.80,492.25,438.81,18.70,3.56,,204.00,85.40,24,1.00,1.0,FW,0,1,0,10,0,,
1007,406.72,20075.00,11041.25,12.00,7,84.00,84.00,0.53,,0.22,,0.25,,1988,,30,Curtain wall,,3,2109.6,2.20,,,1.55,17.20,,,,,,,394.39,382.01,6888873.00,381944.00,685463.00,208532.00,8164812.00,0.38,,,,,,132.40,82.00,,1.00,1.0,A,1,0,0,10,0,,
1008,507.41,9936.00,1987.20,15.00,7,105.00,105.00,0.93,,0.07,,,,1989,,11,Non-curtain wall,,3,2109.6,3.22,,,17.33,34.95,,,,,,,530.33,538.23,3440703.00,688721.00,856516.00,55698.00,5041638.00,0.55,405.41,,,1.97,,106.20,37.00,,1.00,1.0,A,0,1,0,10,0,,
1009,270.53,48026.56,22466.82,12.19,7,85.31,84,0.49,0.06,0.06,0.03,0.35,,1989,,14,Curtain wall,14,5,4884,2.80,,,4.74,106.41,,,,,,,270.47,268.26,9538798.70,2175973.13,412993.42,865012.75,12992778.00,0.65,656.00,,16.56,0.28,0.28,167.40,28.00,21.7,1.00,1.0,A,1,0,0,10,0,,
1010,306.08,24304.00,9235.52,9.57,7,67.00,67.00,0.62,0.06,0.18,,0.14,,1990,,31,Curtain wall,14,2,2270.6,5.50,,,2.33,16.20,,,,,,,349.34,365.27,6388113.00,254607.00,490954.00,305403.00,7439077.00,0.78,555.56,388.20,122.95,1.36,0.52,240.00,48.50,23.5,1.00,0.0,FW,1,0,0,10,0,,
1011,567.83,11243.10,3412.28,15.00,7,105.00,105.00,0.66,0.12,0.14,,0.08,,1990,,28,Curtain wall,,2,1582,3.04,,,9.66,32.95,,,,,,,538.43,488.29,4831056.00,511762.77,731224.79,310131.06,6384174.62,0.65,600.00,,33.17,0.88,0.45,156.40,30.00,25.5,1.00,1.0,A,1,0,0,10,0,,
1012,557.84,16075.00,5465.50,17.00,7,119.00,119.00,0.43,0.21,0.11,0.12,0.13,,1990,,19,Non-curtain wall,,4,7735.2,6.17,,,6.33,34.33,,,,,,,595.97,616.13,7139317.00,623659.00,1047878.00,156419.00,8967273.00,0.53,,,,,,164.00,47.50,,1.00,1.0,FW,0,1,0,10,0,,
1013,283.09,8414.50,1657.66,10.29,7,72.00,60,0.87,0.04,0.08,,,,1990,,27,Non-curtain wall,41,2,1074.85,2.44,,,8.79,10.39,,,,,,,280.56,265.43,1938556.80,210026.52,162660.96,70803.72,2382048.00,0.81,,,,0.25,,33.00,9.50,23,1.00,0.0,A,0,1,0,10,0,,
1014,506.66,4931.00,1134.13,8.71,7,61.00,61.00,0.54,0.01,0.29,0.17,,,1990,,18,Non-curtain wall,14,2,753,2.70,,,9.03,10.34,,,,,,,552.80,534.86,1836287.00,362825.00,244838.00,54400.00,2498350.00,0.60,357.14,,,0.44,0.69,33.00,8.15,23,1.00,1.0,A,0,1,0,10,0,,
1015,361.53,2420.95,821.67,16.86,7,118.00,108,0.48,0.31,0.21,,,,1990,,19,Non-curtain wall,,1,550,2.88,,,8.50,6.98,,,,,,,361.51,400.61,557972.04,114610.20,110073.60,92579.76,875235.60,0.61,275.00,,75.00,0.53,0.16,30.00,84.48,,1.00,0.5,A,0,0,0,10,0,,
1016,473.85,9101.00,2148.75,13.00,6,78.00,78.00,0.74,0.03,0.23,,,0.00,1990,,24,Curtain wall,,3,2110.2,3.61,,,7.08,15.20,,,,,,,497.98,480.61,3129383.78,294106.06,669403.09,235928.43,4328821.36,0.60,525.00,500.00,89.57,1.33,0.15,108.04,30.00,25.5,1.00,1.0,A / FW,1,1,0,10,0,,
